,DecimalDegrees,DecimalDegrees,m asl,,JulianDay,,,,,,,cm,,,mm,g,g,g/g,cm2,cm2/g,
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,2,PETFRI2,FORB,13.4,1.045716346,0.7614159792,0.6,0.812,0.2073,0.2552955665,26.81821,129.3690786,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,3,PETFRI3,FORB,14,1.045679783,0.8787054188,0.5,1.186,0.2882,0.2430016863,38.40296,133.2510756,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,4,PETFRI4,FORB,11,1.04192328,0.8316301792,0.5,0.438,0.1105,0.252283105,14.76502,133.6200905,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,5,PETFRI5,FORB,11.9,1.045741999,0.8997810033,0.6,0.563,0.1302,0.2312611012,18.18453,139.666129,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,6,PETFRI6,FORB,10,1.043565957,0.8763148716,0.5,0.597,0.1403,0.2350083752,19.24208,137.1495367,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,7,PETFRI7,FORB,13.5,1.025429945,0.8725234465,0.5,1.467,0.332,0.2263122018,47.64806,143.518253,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,8,PETFRI8,FORB,13.1,1.034604417,0.7980791046,0.5,2.09,0.4853,0.2322009569,68.71343,141.5895941,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,9,PETFRI9,FORB,14,1.039137243,0.8641114049,0.5,1.543,0.3245,0.2103046014,46.3118,142.7174114,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,178,2018,Petasites frigidus,PETFRI,10,PETFRI10,FORB,13.4,1.029909533,0.8582423722,-999.9,0.765,0.1733,0.2265359477,24.09476,139.0349683,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,1,POAARC1,GRAM,9.6,1.005098614,0.4401160518,0.3,0.006,0.0056,0.9333333333,0.58478,104.425,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,2,POAARC2,GRAM,13.7,1.046604053,0.595670915,0.4,0.011,0.0094,0.8545454545,0.80242,85.36382979,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,3,POAARC3,GRAM,12.8,1.0451507,0.7775166733,0.4,0.006,0.0048,0.8,0.61233,127.56875,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,4,POAARC4,GRAM,7.3,1.036497011,0.7094868617,0.4,0.008,0.0069,0.8625,1.24233,180.0478261,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,5,POAARC5,GRAM,8,1.024306368,0.5633371392,0.6,0.008,0.0089,1.1125,0.49159,55.23483146,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,6,POAARC6,GRAM,17,-999.9,-999.9,0.5,0.023,0.0188,0.8173913043,1.1616,61.78723404,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,7,POAARC7,GRAM,8.5,-999.9,-999.9,0.5,0.018,0.0126,0.7,0.98759,78.38015873,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,8,POAARC8,GRAM,9,-999.9,-999.9,0.3,0.01,0.0074,0.74,0.64038,86.53783784,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,9,POAARC9,GRAM,9.8,-999.9,-999.9,0.4,0.014,0.009,0.6428571429,0.67009,74.45444444,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,181,2018,Poa arctica,POAARC,10,POAARC10,GRAM,5,1.048714713,0.6074440154,0.2,0.007,0.0046,0.6571428571,0.53438,116.1695652,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,1,SALPUL1,DSHR,20,1.022031673,0.8258872681,0.2,0.015,0.0128,0.8533333333,1.51475,118.3398438,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,2,SALPUL2,DSHR,17,1.024103894,0.8328691537,0.2,0.017,0.0144,0.8470588235,1.43296,99.51111111,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,3,SALPUL3,DSHR,25,1.011801708,0.8092858817,0.1,0.009,0.0066,0.7333333333,1.13715,172.2954545,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,4,SALPUL4,DSHR,15.6,1.022727756,0.8366112134,0.2,0.029,0.0161,0.5551724138,2.34135,145.4254658,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,5,SALPUL5,DSHR,16.5,0.9981089923,0.7812653789,0.1,0.01,0.0033,0.33,0.89299,270.6030303,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,6,SALPUL6,DSHR,20.5,1.016410138,0.7698396774,0.1,0.018,0.0067,0.3722222222,1.66616,248.680597,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,7,SALPUL7,DSHR,20.2,1.00173855,0.7837877248,0.1,0.018,0.0083,0.4611111111,2.14584,258.5349398,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,8,SALPUL8,DSHR,14,1.004044381,0.8435353592,0.1,0.013,0.0018,0.1384615385,1.31733,731.85,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,9,SALPUL9,DSHR,21.2,0.4206902317,0.1611177242,0.1,0.017,0.0034,0.2,1.57335,462.75,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Salix pulchra,SALPUL,10,SALPUL10,DSHR,11.1,1.002121662,0.7951315371,0.1,0.015,0.0114,0.76,1.43915,126.2412281,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,1,VACVIT1,ESHR,4,1.024139142,0.8603423694,0.4,0.014,0.0087,0.6214285714,0.43794,50.33793103,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,2,VACVIT2,ESHR,4.5,1.016649429,0.8580995032,0.3,0.009,0.0073,0.8111111111,0.34421,47.15205479,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,3,VACVIT3,ESHR,2.5,1.02253457,0.8272112279,0.4,0.011,0.0079,0.7181818182,0.31052,39.30632911,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,4,VACVIT4,ESHR,2,1.021533805,0.8195417331,0.4,0.008,0.0061,0.7625,0.25673,42.08688525,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,5,VACVIT5,ESHR,3.5,1.021185871,0.9170877494,0.5,0.016,0.0096,0.6,0.46503,48.440625,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,6,VACVIT6,ESHR,4,0.9887525024,0.8239063066,0.4,0.001,0.0029,2.9,0.13131,45.27931034,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,7,VACVIT7,ESHR,4,1.00412321,0.7518204067,0.3,0.018,0.0107,0.5944444444,0.65204,60.93831776,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,8,VACVIT8,ESHR,3.8,1.019914363,0.9081040263,0.4,0.015,0.0092,0.6133333333,0.58214,63.27608696,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,9,VACVIT9,ESHR,3.5,1.016544996,0.9042541438,0.4,0.009,0.0057,0.6333333333,0.20052,35.17894737,Katlyn Betway
Toolik Lake,68.61667,149.5833,740,None,177,2018,Vaccinium vitis-idaea,VACVIT,10,VACVIT10,ESHR,2.5,1.017124912,0.8281199488,0.5,0.015,0.0093,0.62,0.42544,45.74623656,Katlyn Betway
