Year,Site,Treatment,Block,Plot,Species,Rel.cover,Accepted.Latin.Name.or.category,functional_group,Total.cover,Abs.cover
2014,06MAT,F2,1,5,Vac vit,11.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,1,6,Vac vit,15.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,1,7,Vac vit,13.3,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,1,8,Vac vit,7.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,1,Vac vit,18.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,2,Vac vit,17.7,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,3,Vac vit,1.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,4,Vac vit,5.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,5,Vac vit,27.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,6,Vac vit,5.8,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,7,Vac vit,5.6,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,1,8,Vac vit,24.5,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,1,Vac vit,3.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,2,Vac vit,0.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,3,Vac vit,3.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,4,Vac vit,2.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,5,Vac vit,3.3,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,6,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,1,7,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,1,Vac vit,9.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,2,Vac vit,8.5,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,3,Vac vit,2.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,4,Vac vit,3.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,5,Vac vit,4.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,6,Vac vit,12.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,7,Vac vit,10.6,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,2,8,Vac vit,8,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,1,Vac vit,9.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,2,Vac vit,8.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,3,Vac vit,15,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,4,Vac vit,9.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,5,Vac vit,9.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,6,Vac vit,6.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,7,Vac vit,18.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,2,8,Vac vit,4.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,1,Vac vit,5.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,2,Vac vit,4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,3,Vac vit,2.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,4,Vac vit,1.7,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,5,Vac vit,2.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,6,Vac vit,2.3,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,7,Vac vit,2.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,2,8,Vac vit,1.3,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,1,Vac vit,13.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,2,Vac vit,12.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,3,Vac vit,13,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,4,Vac vit,14.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,5,Vac vit,15.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,6,Vac vit,8,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,7,Vac vit,14.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,CT,3,8,Vac vit,18.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,1,Vac vit,15.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,2,Vac vit,19,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,3,Vac vit,11.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,4,Vac vit,7.5,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,5,Vac vit,4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,6,Vac vit,6.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,7,Vac vit,9.7,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F2,3,8,Vac vit,6.8,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,1,Vac vit,3.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,2,Vac vit,4.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,3,Vac vit,28.4,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,4,Vac vit,7.9,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,5,Vac vit,2.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,6,Vac vit,2.6,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,7,Vac vit,7.3,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F5,3,8,Vac vit,3.3,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,1,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,2,Vac vit,2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,3,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,4,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,5,Vac vit,3.1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,6,Vac vit,4.8,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,7,Vac vit,1,Vaccinium vitis-idaea,evergreen,NA,NA
2014,06MAT,F10,3,8,Vac vit,1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,1,1,Vac vit,10.6,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,1,2,Vac vit,12.1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,1,3,Vac vit,19.1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,1,4,Vac vit,24.4,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,1,5,Vac vit,6.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,1,1,Vac vit,23.6,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,1,2,Vac vit,21.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,1,3,Vac vit,35.6,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,1,4,Vac vit,34,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,1,5,Vac vit,41,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,1,1,Vac vit,13.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,1,2,Vac vit,39.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,1,4,Vac vit,5.4,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,1,5,Vac vit,3.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,1,1,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,1,2,Vac vit,0.9,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,1,3,Vac vit,0.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,1,4,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,1,5,Vac vit,3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,2,1,Vac vit,10.5,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,2,2,Vac vit,14.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,2,3,Vac vit,8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,2,4,Vac vit,22.6,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,2,5,Vac vit,1.9,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,2,1,Vac vit,17.4,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,2,2,Vac vit,27.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,2,3,Vac vit,20.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,2,4,Vac vit,20.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,2,5,Vac vit,28.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,2,1,Vac vit,7.6,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,2,2,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,2,3,Vac vit,29.4,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,2,4,Vac vit,4.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,2,5,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,2,1,Vac vit,3.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,2,2,Vac vit,2.8,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,2,3,Vac vit,0.6,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,2,4,Vac vit,1.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,2,5,Vac vit,1.4,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,3,1,Vac vit,3.1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,3,2,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,3,3,Vac vit,5,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,3,4,Vac vit,10.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,CT,3,5,Vac vit,4.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,3,1,Vac vit,15.5,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,3,2,Vac vit,13.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,3,3,Vac vit,13.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,3,4,Vac vit,11.5,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F2,3,5,Vac vit,17.1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,3,1,Vac vit,2.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,3,2,Vac vit,9.2,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,3,3,Vac vit,3.5,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,3,4,Vac vit,1.3,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F5,3,5,Vac vit,2.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,3,1,Vac vit,6.1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,3,2,Vac vit,1,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,3,3,Vac vit,3.7,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,3,4,Vac vit,0.9,Vaccinium vitis-idaea,evergreen,NA,NA
2015,06MAT,F10,3,5,Vac vit,9.7,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,1,Vac vit,6.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,2,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,3,Vac vit,10.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,4,Vac vit,3.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,5,Vac vit,17.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,6,Vac vit,1.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,7,Vac vit,4.4,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,1,8,Vac vit,10.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,1,Vac vit,3.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,2,Vac vit,14.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,3,Vac vit,3.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,4,Vac vit,13.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,5,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,6,Vac vit,13.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,7,Vac vit,2.5,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,1,8,Vac vit,5.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,1,Vac vit,2.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,2,Vac vit,13.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,3,Vac vit,5,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,4,Vac vit,17.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,5,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,6,Vac vit,10.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,7,Vac vit,2.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,1,8,Vac vit,4.7,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,1,2,Vac vit,1.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,1,3,Vac vit,1.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,1,5,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,1,6,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,1,7,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,1,8,Vac vit,1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,1,Vac vit,11.5,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,2,Vac vit,2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,3,Vac vit,9.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,4,Vac vit,2.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,5,Vac vit,11.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,6,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,7,Vac vit,7.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,2,8,Vac vit,4.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,1,Vac vit,9.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,2,Vac vit,12.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,3,Vac vit,13.4,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,4,Vac vit,5.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,5,Vac vit,20.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,6,Vac vit,15.4,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,7,Vac vit,17.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,2,8,Vac vit,4.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,1,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,2,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,3,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,5,Vac vit,1.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,6,Vac vit,1.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,7,Vac vit,2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,2,8,Vac vit,2.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,2,1,Vac vit,4.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,2,2,Vac vit,2.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,2,3,Vac vit,2.4,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,2,7,Vac vit,1.7,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,2,8,Vac vit,1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,1,Vac vit,10.5,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,2,Vac vit,5.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,3,Vac vit,7.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,4,Vac vit,2.7,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,5,Vac vit,12.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,6,Vac vit,5.4,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,7,Vac vit,3.5,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,CT,3,8,Vac vit,2.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,1,Vac vit,3.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,2,Vac vit,2.3,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,3,Vac vit,3.7,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,4,Vac vit,4.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,5,Vac vit,13,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,6,Vac vit,8.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,7,Vac vit,10.2,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F2,3,8,Vac vit,4.7,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,1,Vac vit,8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,2,Vac vit,2.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,3,Vac vit,8.6,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,4,Vac vit,2.1,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,5,Vac vit,1.4,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,6,Vac vit,1.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,7,Vac vit,2.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F5,3,8,Vac vit,1.5,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,3,3,Vac vit,0.8,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,3,4,Vac vit,0.9,Vaccinium vitis-idaea,evergreen,NA,NA
2016,06MAT,F10,3,8,Vac vit,1,Vaccinium vitis-idaea,evergreen,NA,NA
2017,06MAT,CT,1,1,Vac vit,3,Vaccinium vitis-idaea,evergreen,66,198
2017,06MAT,CT,1,2,Vac vit,3.4,Vaccinium vitis-idaea,evergreen,115,391
2017,06MAT,CT,1,3,Vac vit,7.8,Vaccinium vitis-idaea,evergreen,76,592.8
2017,06MAT,CT,1,4,Vac vit,4.1,Vaccinium vitis-idaea,evergreen,121,496.09999999999997
2017,06MAT,CT,1,5,Vac vit,23.6,Vaccinium vitis-idaea,evergreen,63,1486.8000000000002
2017,06MAT,CT,1,6,Vac vit,20.2,Vaccinium vitis-idaea,evergreen,119,2403.7999999999997
2017,06MAT,CT,1,7,Vac vit,15.6,Vaccinium vitis-idaea,evergreen,89,1388.3999999999999
2017,06MAT,CT,1,8,Vac vit,18.8,Vaccinium vitis-idaea,evergreen,116,2180.8
2017,06MAT,F5,1,1,Vac vit,9,Vaccinium vitis-idaea,evergreen,99,891
2017,06MAT,F5,1,2,Vac vit,3.4,Vaccinium vitis-idaea,evergreen,87,295.8
2017,06MAT,F5,1,3,Vac vit,6.1,Vaccinium vitis-idaea,evergreen,114,695.4
2017,06MAT,F5,1,4,Vac vit,10.4,Vaccinium vitis-idaea,evergreen,124,1289.6000000000001
2017,06MAT,F5,1,5,Vac vit,9.5,Vaccinium vitis-idaea,evergreen,115,1092.5
2017,06MAT,F5,1,6,Vac vit,14.9,Vaccinium vitis-idaea,evergreen,100,1490
2017,06MAT,F5,1,7,Vac vit,5.6,Vaccinium vitis-idaea,evergreen,126,705.5999999999999
2017,06MAT,F5,1,8,Vac vit,1,Vaccinium vitis-idaea,evergreen,96,96
2017,06MAT,F10,1,3,Vac vit,1.7,Vaccinium vitis-idaea,evergreen,115,195.5
2017,06MAT,F10,1,8,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,90,99.00000000000001
2017,06MAT,CT,2,1,Vac vit,9.3,Vaccinium vitis-idaea,evergreen,96,892.8000000000001
2017,06MAT,CT,2,2,Vac vit,9.5,Vaccinium vitis-idaea,evergreen,73,693.5
2017,06MAT,CT,2,3,Vac vit,8.5,Vaccinium vitis-idaea,evergreen,116,986
2017,06MAT,CT,2,4,Vac vit,4.8,Vaccinium vitis-idaea,evergreen,61,292.8
2017,06MAT,CT,2,5,Vac vit,12.4,Vaccinium vitis-idaea,evergreen,97,1202.8
2017,06MAT,CT,2,6,Vac vit,17.7,Vaccinium vitis-idaea,evergreen,78,1380.6
2017,06MAT,CT,2,7,Vac vit,14.3,Vaccinium vitis-idaea,evergreen,111,1587.3000000000002
2017,06MAT,CT,2,8,Vac vit,8.3,Vaccinium vitis-idaea,evergreen,59,489.70000000000005
2017,06MAT,F2,2,1,Vac vit,19.7,Vaccinium vitis-idaea,evergreen,61,1201.7
2017,06MAT,F2,2,2,Vac vit,12.4,Vaccinium vitis-idaea,evergreen,113,1401.2
2017,06MAT,F2,2,3,Vac vit,23.1,Vaccinium vitis-idaea,evergreen,103,2379.3
2017,06MAT,F2,2,4,Vac vit,28.9,Vaccinium vitis-idaea,evergreen,75,2167.5
2017,06MAT,F2,2,5,Vac vit,20.9,Vaccinium vitis-idaea,evergreen,75,1567.5
2017,06MAT,F2,2,6,Vac vit,17,Vaccinium vitis-idaea,evergreen,106,1802
2017,06MAT,F2,2,7,Vac vit,15,Vaccinium vitis-idaea,evergreen,106,1590
2017,06MAT,F2,2,8,Vac vit,19.4,Vaccinium vitis-idaea,evergreen,71,1377.3999999999999
2017,06MAT,F5,2,2,Vac vit,1.8,Vaccinium vitis-idaea,evergreen,54,97.2
2017,06MAT,F5,2,3,Vac vit,2,Vaccinium vitis-idaea,evergreen,99,198
2017,06MAT,F5,2,4,Vac vit,0.9,Vaccinium vitis-idaea,evergreen,55,49.5
2017,06MAT,F5,2,5,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,89,195.8
2017,06MAT,F5,2,7,Vac vit,13.6,Vaccinium vitis-idaea,evergreen,95,1292
2017,06MAT,F5,2,8,Vac vit,1.3,Vaccinium vitis-idaea,evergreen,77,100.10000000000001
2017,06MAT,F10,2,1,Vac vit,2.9,Vaccinium vitis-idaea,evergreen,70,203
2017,06MAT,F10,2,3,Vac vit,1.1,Vaccinium vitis-idaea,evergreen,87,95.7
2017,06MAT,F10,2,5,Vac vit,1.8,Vaccinium vitis-idaea,evergreen,112,201.6
2017,06MAT,F10,2,6,Vac vit,3.3,Vaccinium vitis-idaea,evergreen,92,303.59999999999997
2017,06MAT,F10,2,7,Vac vit,2.2,Vaccinium vitis-idaea,evergreen,137,301.40000000000003
2017,06MAT,F10,2,8,Vac vit,1.2,Vaccinium vitis-idaea,evergreen,86,103.2
2017,06MAT,CT,3,1,Vac vit,13.6,Vaccinium vitis-idaea,evergreen,88,1196.8
2017,06MAT,CT,3,2,Vac vit,14.9,Vaccinium vitis-idaea,evergreen,67,998.3000000000001
2017,06MAT,CT,3,3,Vac vit,12.3,Vaccinium vitis-idaea,evergreen,97,1193.1000000000001
2017,06MAT,CT,3,4,Vac vit,19.4,Vaccinium vitis-idaea,evergreen,72,1396.8
2017,06MAT,CT,3,5,Vac vit,15.5,Vaccinium vitis-idaea,evergreen,95,1472.5
2017,06MAT,CT,3,6,Vac vit,20,Vaccinium vitis-idaea,evergreen,79,1580
2017,06MAT,CT,3,7,Vac vit,5.6,Vaccinium vitis-idaea,evergreen,108,604.8
2017,06MAT,CT,3,8,Vac vit,5.8,Vaccinium vitis-idaea,evergreen,68,394.4
2017,06MAT,F2,3,1,Vac vit,16.2,Vaccinium vitis-idaea,evergreen,73,1182.6
2017,06MAT,F2,3,2,Vac vit,10.6,Vaccinium vitis-idaea,evergreen,132,1399.2
2017,06MAT,F2,3,3,Vac vit,17.4,Vaccinium vitis-idaea,evergreen,80,1392
2017,06MAT,F2,3,4,Vac vit,15.1,Vaccinium vitis-idaea,evergreen,106,1600.6
2017,06MAT,F2,3,5,Vac vit,17.1,Vaccinium vitis-idaea,evergreen,57,974.7
